0, 0
1, 0
2, 0
3, 0
4, 0
5, 0
6, 0
7, 0
8, 0
9, 0
10, 0
11, 0
12, 0
13, 0
14, 0
15, 0
16, 0
17, 0
18, 0
19, 0
20, 0
21, 0
22, 0
23, 0
24, 0
25, 0
26, 0
27, 0
28, 0
29, 0
30, 1
31, 1
32, 1
33, 1
34, 1
35, 1
36, 1
37, 1
38, 1
39, 1
40, 1
41, 1
42, 1
43, 1
44, 1
45, 1
46, 1
47, 1
48, 1
49, 1
50, 1
51, 1
52, 1
53, 1
54, 1
55, 1
56, 1
57, 1
58, 1
59, 1
60, 2
61, 2
62, 2
63, 2
64, 2
65, 2
66, 2
67, 2
68, 2
69, 2
70, 2
71, 2
72, 2
73, 2
74, 2
75, 2
76, 2
77, 2
78, 2
79, 2
80, 2
81, 2
82, 2
83, 3
84, 3
85, 3
86, 3
87, 3
88, 3
89, 3
90, 3
91, 3
92, 3
93, 3
94, 3
95, 3
96, 3
97, 3
98, 3
99, 3
100, 3
101, 3
102, 3
103, 3
104, 3
105, 3
106, 3
107, 3
108, 3
109, 3
110, 3
111, 3
112, 3
113, 4
114, 4
115, 4
116, 4
117, 4
118, 4
119, 4
120, 4
121, 4
122, 4
123, 4
124, 4
125, 4
126, 4
127, 4
128, 4
129, 4
130, 4
131, 4
132, 4
133, 4
134, 4
135, 4
136, 4
137, 4
138, 4
139, 5
140, 5
141, 5
142, 5
143, 5
144, 5
145, 5
146, 5
147, 5
148, 5
149, 5
150, 5
151, 5
152, 5
153, 5
154, 5
155, 5
156, 5
157, 5
158, 5
159, 5
160, 5
161, 5
162, 5
163, 5
164, 5
165, 5
166, 5
167, 5
168, 5
169, 6
170, 6
171, 6
172, 6
173, 6
174, 6
175, 6
176, 6
177, 6
178, 6
179, 6
180, 6
181, 6
182, 6
183, 6
184, 6
185, 6
186, 6
187, 6
188, 6
189, 6
190, 6
191, 6
192, 6
193, 6
194, 6
195, 6
196, 6
197, 6
198, 6
199, 7
200, 7
201, 7
202, 7
203, 7
204, 7
205, 7
206, 7
207, 7
208, 7
209, 7
210, 7
211, 7
212, 7
213, 7
214, 7
215, 7
216, 7
217, 7
218, 7
219, 7
220, 7
221, 7
222, 7
223, 7
224, 7
225, 7
226, 7
227, 8
228, 8
229, 8
230, 8
231, 8
232, 8
233, 8
234, 8
235, 8
236, 8
237, 8
238, 8
239, 8
240, 8
241, 8
242, 8
243, 8
244, 8
245, 8
246, 8
247, 8
248, 8
249, 8
250, 8
251, 8
252, 8
253, 8
254, 8
255, 9
256, 9
257, 9
258, 9
259, 9
260, 9
261, 9
262, 9
263, 9
264, 9
265, 9
266, 9
267, 9
268, 9
269, 9
270, 10
271, 10
272, 10
273, 10
274, 10
275, 10
276, 10
277, 10
278, 10
279, 10
280, 10
281, 10
282, 10
283, 10
284, 10
285, 10
286, 10
287, 10
288, 10
289, 10
290, 10
291, 10
292, 10
293, 10
294, 10
295, 10
296, 10
297, 10
298, 10
299, 11
300, 11
301, 11
302, 11
303, 11
304, 11
305, 11
306, 11
307, 11
308, 11
309, 11
310, 11
311, 11
312, 11
313, 11
314, 11
315, 11
316, 11
317, 11
318, 11
319, 11
320, 11
321, 11
322, 11
323, 11
324, 11
325, 12
326, 12
327, 12
328, 12
329, 12
330, 12
331, 12
332, 12
333, 12
334, 12
335, 12
336, 12
337, 12
338, 12
339, 12
340, 12
341, 12
342, 12
343, 12
344, 12
345, 12
346, 12
347, 13
348, 13
349, 13
350, 13
351, 13
352, 13
353, 13
354, 13
355, 13
356, 13
357, 13
358, 13
359, 13
360, 13
361, 13
362, 13
363, 13
364, 13
365, 13
366, 13
367, 13
368, 13
369, 13
370, 13
371, 13
372, 13
373, 13
374, 13
375, 13
376, 13
377, 14
378, 14
379, 14
380, 14
381, 14
382, 14
383, 14
384, 14
385, 14
386, 14
387, 14
388, 14
389, 14
390, 14
391, 14
392, 14
393, 14
394, 14
395, 14
396, 14
397, 14
398, 14
399, 14
400, 14
401, 14
402, 14
403, 14
404, 14
405, 14
406, 15
407, 15
408, 15
409, 15
410, 15
411, 15
412, 15
413, 15
414, 15
415, 15
416, 15
417, 15
418, 15
419, 15
420, 15
421, 15
422, 15
423, 15
424, 15
425, 15
426, 15
